btl_X,btl_EXPOCODE,btl_Cruise_ID,btl_Section_ID,btl_Station_ID,btl_Cast_number,btl_Rosette_Position,btl_Niskin_ID,btl_Niskin_flag,btl_Sample_ID,btl_Line_ID,btl_Date_UTC.mm.dd.yy,btl_Year_UTC.yyyy,btl_Month_UTC,btl_Day_UTC,btl_Time_UTC.hh.mm.ss,btl_Yearday_UTC,btl_Latitude.decimal.degrees,btl_Longitude.decimal.degrees,btl_Depth_bottom.m,btl_CTDPRES.dbar,btl_Depth.m,btl_CTDTEMP_ITS90.deg_C,btl_CTDSAL_PSS78,btl_CTDSAL_flag,btl_Salinity_PSS78,btl_Salinity_flag,btl_CTDOXY.umol.kg,btl_CTDOXY_flag,btl_Oxygen_djg.umol.kg,btl_Oxygen.mg.L,btl_Oxygen_flag,btl_DIC.umol.kg,btl_DIC_flag,btl_TA.umol.kg,btl_TA_flag,btl_pH_T_measured,btl_TEMP_pH.deg_C,btl_pH_flag,btl_Carbonate_measured.umol.kg,btl_TEMP_Carbonate.deg_C,btl_Carbonate_flag,btl_Silicate.umol.kg,btl_Silicate_flag,btl_Phosphate.umol.kg,btl_Phosphate_flag,btl_Nitrate.umol.kg,btl_Nitrate_flag,btl_Nitrite.umol.kg,btl_Nitrite_flag,btl_Ammonium.umol.kg,btl_Ammonium_flag,btl_Chl_a.ug.L,btl_Chl_a_flag,btl_Methane_CH4.nmol.L,btl_Methane_CH4_flag,btl_SYNECHOCOCCUS.cells.ml,btl_SYNECHOCOCCUS_FLAG,btl_EUK_PHYTOPLANKTON.cells.ml,btl_EUK_PHYTOPLANKTON_FLAG,btl_LARGE_DIATOM.cells.ml,btl_LARGE_DIATOM_FLAG,btl_CRYPTOPHYTE.cells.ml,btl_CRYPTOPHYTE_FLAG,btl_BACTERIA.ML,btl_BACTERIA_FLAG,btl_BACTERIA_HNA.ML,btl_BACTERIA_HNA_FLAG,btl_BACTERIA_LNA.ML,btl_BACTERIA_LNA_FLAG,co2Sys_BOH3,co2Sys_BOH4,co2Sys_CO2,co2Sys_CO3,co2Sys_F,co2Sys_H2PO4,co2Sys_H2S,co2Sys_H3PO4,co2Sys_H3SiO4,co2Sys_H4SiO4,co2Sys_HCO3,co2Sys_HF,co2Sys_HPO4,co2Sys_HS,co2Sys_HSO4,co2Sys_Hfree,co2Sys_NH3,co2Sys_NH4,co2Sys_OH,co2Sys_PO4,co2Sys_SO4,co2Sys_alkalinity,co2Sys_alkalinity_alpha,co2Sys_alkalinity_ammonia,co2Sys_alkalinity_beta,co2Sys_alkalinity_borate,co2Sys_alkalinity_phosphate,co2Sys_alkalinity_silicate,co2Sys_alkalinity_sulfide,co2Sys_alpha,co2Sys_alphaH,co2Sys_aqueous_CO2,co2Sys_beta,co2Sys_betaH,co2Sys_beta_alk,co2Sys_beta_dic,co2Sys_bh_upsilon,co2Sys_bicarbonate,co2Sys_carbonate,co2Sys_dic,co2Sys_dlnfCO2_dT,co2Sys_dlnpCO2_dT,co2Sys_fCO2,co2Sys_fH,co2Sys_fugacity_factor,co2Sys_gamma_alk,co2Sys_gamma_dic,co2Sys_gas_constant,co2Sys_hydrogen_free,co2Sys_hydroxide,co2Sys_isocapnic_quotient,co2Sys_isocapnic_quotient_approx,co2Sys_k_CO2,co2Sys_k_alpha,co2Sys_k_ammonia,co2Sys_k_aragonite,co2Sys_k_beta,co2Sys_k_bisulfate,co2Sys_k_borate,co2Sys_k_calcite,co2Sys_k_carbonic_1,co2Sys_k_carbonic_2,co2Sys_k_fluoride,co2Sys_k_phosphoric_1,co2Sys_k_phosphoric_2,co2Sys_k_phosphoric_3,co2Sys_k_silicate,co2Sys_k_sulfide,co2Sys_k_water,co2Sys_omega_alk,co2Sys_omega_dic,co2Sys_opt_adjust_temperature,co2Sys_opt_buffers_mode,co2Sys_opt_gas_constant,co2Sys_opt_k_bisulfate,co2Sys_opt_k_carbonic,co2Sys_opt_k_fluoride,co2Sys_opt_pH_scale,co2Sys_opt_pressured_kCO2,co2Sys_opt_total_borate,co2Sys_opt_which_fCO2_insitu,co2Sys_pCO2,co2Sys_pH,co2Sys_pH_free,co2Sys_pH_nbs,co2Sys_pH_sws,co2Sys_pH_total,co2Sys_par1,co2Sys_par1_type,co2Sys_par2,co2Sys_par2_type,co2Sys_peng_correction,co2Sys_phosphate,co2Sys_pressure,co2Sys_pressure_atmosphere,co2Sys_pressure_atmosphere_out,co2Sys_psi,co2Sys_revelle_factor,co2Sys_salinity,co2Sys_saturation_aragonite,co2Sys_saturation_calcite,co2Sys_silicate,co2Sys_substrate_inhibitor_ratio,co2Sys_temperature,co2Sys_total_alpha,co2Sys_total_ammonia,co2Sys_total_beta,co2Sys_total_borate,co2Sys_total_calcium,co2Sys_total_fluoride,co2Sys_total_phosphate,co2Sys_total_silicate,co2Sys_total_sulfate,co2Sys_total_sulfide,co2Sys_vp_factor,co2Sys_xCO2,btl_Cast,btl_Time_UTC,btl_Date_full_UTC,btl_bottle,Cast,bottle,btl_pressure,ctd_Depth,ctd_TemperatureITS90,ctd_SalinityPSS78,ctd_SigmathetaEOS80,ctd_Oxygen,ctd_Oxygen_alt1,ctd_Fluorescence,ctd_OxygenReductionPotential,ctd_Altimeter,ctd_value,ctd_Cruise,ctd_CTD,ctd_Station,ctd_F
2348,33RO20210613,WCOA2021,CC90-60,131,1,14,11011,2,1310114,17,2021-07-22,2021,7,22,10:44:03,203.447,32.417,-119.96,892,61.1,60.7,11.552,33.259,2,NA,9,228.6,2,230.9,7.574,2,2080.5,2,2210.1,2,7.7377,24.92,2,105.05322183986208,24.860000000000003,2,6.1,6,0.98,6,9.7,6,0.22,6,0.03,6,NA,9,4.653,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,346.15946315140565,48.862431134308615,22.701915812031324,100.95369974301774,64.92688781018575,0.0132613793349992,0,6.516792533050674e-9,0.11566664726492748,5.984333352735072,1956.8443844449507,2.293953973224838e-4,0.9063449887419472,0,0.0017098434994512752,0.010440570986221184,0,0,1.355365864285472,0.06039362540626091,26830.92125657921,2210.1,0,0,0,48.862431134308615,1.0271322330376764,0.11566664726492748,0,0,0,22.701915812031217,0,0,-1.6508338434342244e-4,1.5909933864701714e-4,28995,1956.8443844449507,100.95369974301774,2080.5,0.04188526281761606,0.04183655503814449,538.8307757192422,0.7602388866944784,0.9962264411262908,-1.5909933864701806e-4,1.4280734894092824e-4,83.14462618,0.010440570986221184,1.355365864285472,1.1140836926594588,1.1092862286039098,0.0421318099021505,1e-7,1.933613376646764e-10,6.450480340701813e-7,1e-7,0.16383378835251633,1.7151020254615244e-9,4.104171990914574e-7,1.047333219145696e-6,6.268404971240916e-10,0.0029550452581387616,0.02472554653225018,8.304164371439493e-7,8.096338554016968e-10,2.348461618365477e-10,1.8631854811729378e-7,1.6468257178484248e-14,1.7153516650437716e-4,-1.7958732368819592e-4,1,1,3,1,10,1,1,0,1,1,540.8717872515643,7.915408902881287,7.981275749477035,8.026335912209742,7.907285992479329,7.915408902881287,2080.5,2,2210.1,1,0,NA,61.1,1,1,0.7951972667562763,14.568577985861156,33.259,1.5295280721708795,2.40394183819066,NA,0.1874269507891353,11.552,0,0,0,395.0218942857143,9772.9858194446,64.92711720558306,0.98,6.099999999999999,26830.922966422717,0,0.9868169072745536,548.0974061798092,11011,10:44:03,2021-07-22T17:44:03Z,14,11011,14,61,60.56,12.0444,33.2867,25.2517,5.43,236.44,0.056,149.93,99.55,dRB2102_CTD_131_01_F.csv,dRB2102,CTD,131,F.csv
2349,33RO20210613,WCOA2021,CC90-60,131,1,15,11053,2,1310115,17,2021-07-22,2021,7,22,10:46:07,203.449,32.417,-119.96,892,50.6,50.3,12.605,33.309,2,NA,9,241,2,247.5,8.119,2,2069.1,2,2218.5,2,7.7817,24.92,6,113.98076740692818,24.860000000000003,2,2.2,2,0.66,2,4.5,2,0.2,2,0.32,2,NA,9,4.758,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,341.6130833257229,54.00266810284848,20.14034237121973,113.16659938600036,65.0245113120387,0.007972597869223443,0,3.608119012459688e-9,0.04735676659265839,2.1526432334073418,1935.79305824278,2.14235956301544e-4,0.6056291307813978,0,0.0016342705045356931,0.009542266242259812,0,0,1.6366832258256654,0.046398267741259866,26871.25766662772,2218.5,0,0,0,54.00266810284848,0.6984256626557985,0.04735676659265839,0,0,0,20.14034237121957,0,0,-1.77502199151981e-4,1.698651034248335e-4,28995,1935.79305824278,113.16659938600036,2069.1,0.041888078110490765,0.0418402406141457,494.5118435974326,0.7565074280980463,0.9962770800577389,-1.6986510342483345e-4,1.507157751348041e-4,83.14462618,0.009542266242259812,1.6366832258256654,1.1270558989123842,1.1245065000469443,0.04072772499179063,1e-7,2.1086825642185624e-10,6.434265207938431e-7,1e-7,0.1568973399493466,1.766802383468835e-9,4.101930108171256e-7,1.0742350871336262e-6,6.533811361756441e-10,0.002896251450615325,0.02469597968845345,8.490126313072506e-7,8.562533118915188e-10,2.4587662206405367e-10,1.9461115467137163e-7,1.8292450378980742e-14,1.8585834742712384e-4,-1.945887522616806e-4,1,1,3,1,10,1,1,0,1,1,496.3597512137621,7.95169274578631,8.020348470198892,8.064633586781977,7.943446783471855,7.95169274578631,2069.1,2,2218.5,1,0,NA,50.6,1,1,0.7745348761583273,13.728489921836935,33.309,1.721468118505136,2.7002855069149283,NA,0.2028651275385437,12.605,0,0,0,395.6157514285714,9787.678061874383,65.02472554799499,0.66,2.2,26871.259300898226,0,0.9858698558435848,503.4739101430778,11053,10:46:07,2021-07-22T17:46:07Z,15,11053,15,50,49.64,13.1805,33.3188,25.0561,5.83,254.16,0.075,149.79,99.57,dRB2102_CTD_131_01_F.csv,dRB2102,CTD,131,F.csv
2350,33RO20210613,WCOA2021,CC90-60,131,1,16,11032,2,1310116,17,2021-07-22,2021,7,22,10:48:17,203.45,32.417,-119.96,892,39.7,39.4,13.889,33.342,2,NA,9,263.5,2,264.9,8.688,2,2047.3,2,2221.7,2,7.8365,24.92,2,132.59103165556223,24.860000000000003,2,2.2,2,0.66,2,4.5,2,0.21,2,0.32,2,NA,9,4.268,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,335.51658188903843,60.49111525381873,17.440856377214445,128.55424605009927,65.0889488891166,0.006980290678547593,0,2.8759885294352573e-9,0.05488089906720244,2.145119100932798,1901.304897572686,1.981648703021717e-4,0.5989592197224332,0,0.0015542248689024067,0.008602230175604889,0,0,2.0438886038521438,0.05406048672303074,26897.879727427196,2221.7,0,0,0,60.49111525381873,0.707080190292506,0.05488089906720244,0,0,0,17.440856377214445,0,0,-1.9338102175304385e-4,1.8342592189673508e-4,28995,1901.304897572686,128.55424605009927,2047.3,0.041858112857232566,0.04181131155591516,445.8622883297336,0.7518740211218458,0.9963376109010842,-1.834259218967356e-4,1.6035595954168514e-4,83.14462618,0.008602230175604889,2.0438886038521438,1.143867196585561,1.1450777791594384,0.0391171373621896,1e-7,2.3430705691645216e-10,6.409070129742807e-7,1e-7,0.14887276434745697,1.8311324425188131e-9,4.096109561847677e-7,1.107200097930803e-6,6.867154415897701e-10,0.0028254761773798967,0.024650657808799197,8.714970081533188e-7,9.166949766564971e-10,2.5984356246908873e-10,2.05009220079754e-7,2.075866290456036e-14,2.04478723137187e-4,-2.1424937949485615e-4,1,1,3,1,10,1,1,0,1,1,447.5012118899108,7.993257845619086,8.06538894091961,8.108720729708534,7.984865808977116,7.993257845619086,2047.3,2,2221.7,1,0,NA,39.7,1,1,0.7484547209413752,12.767221161292706,33.342,1.9651745470505717,3.074854639276623,NA,0.22102464811562564,13.889,0,0,0,396.0076971428571,9797.374941878044,65.08914705398689,0.66,2.2,26897.881281652066,0,0.9846342310340852,454.4847190818614,11032,10:48:17,2021-07-22T17:48:17Z,16,11032,16,39,38.72,13.9596,33.3429,24.9162,6.07,264.45,0.094,149.67,96.91,dRB2102_CTD_131_01_F.csv,dRB2102,CTD,131,F.csv
2351,33RO20210613,WCOA2021,CC90-60,131,1,17,11052,2,1310117,17,2021-07-22,2021,7,22,10:50:54,203.452,32.417,-119.96,892,30.8,30.6,14.217,33.29,2,NA,9,266.3,2,268,8.787,2,2039,2,2220.7,2,7.8563,24.92,2,137.27048321090234,24.860000000000003,2,1.8,2,0.58,2,3.3,2,0.16,2,0.22,2,0.8,2,3.813,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,332.9987849465452,62.3913007677406,16.694157116537,133.1687657164401,64.9874414593571,0.005894955139312285,0,2.357950291191926e-9,0.04686128302708601,1.753138716972914,1889.1370771670229,1.9291852137156212e-4,0.524440044140093,0,0.0015241258027692969,0.008323520830893124,0,0,2.173499875976347,0.0496649983626444,26855.929969671724,2220.7,0,0,0,62.3913007677406,0.6237700385074315,0.04686128302708601,0,0,0,16.694157116537053,0,0,-1.980370874741252e-4,1.873358283826085e-4,28995,1889.1370771670229,133.1687657164401,2039,0.04185771852702968,0.04181117757195599,430.9868485848358,0.7505407543265675,0.996352863035642,-1.8733582838260829e-4,1.6304253559844883e-4,83.14462618,0.008323520830893124,2.173499875976347,1.1489997238756806,1.1516127849951263,0.03873472513454338,1e-7,2.4059280613619857e-10,6.382851475551884e-7,1e-7,0.14666498797501537,1.8450742649723294e-9,4.0812585412841627e-7,1.1143751919926203e-6,6.94178826293422e-10,0.002803900418102329,0.024619448450625078,8.760881395272143e-7,9.325820247661595e-10,2.6322695154491834e-10,2.0762233866073278e-7,2.140385892492555e-14,2.100350004041674e-4,-2.2013603713007637e-4,1,1,3,1,10,1,1,0,1,1,432.5644704544984,8.006667539914,8.079692929239949,8.12286753339282,7.998241812781698,8.006667539914,2039,2,2220.7,1,0,NA,30.8,1,1,0.7406444566007535,12.505938971789387,33.29,2.0408895985737536,3.191832875551212,NA,0.2269636990821728,14.217,0,0,0,395.39008571428576,9782.095009751063,64.98763437787846,0.58,1.7999999999999998,26855.931493797525,0,0.9843032389241406,439.4626100461666,11052,10:50:54,2021-07-22T17:50:54Z,17,11052,17,31,30.78,14.128,33.2815,24.8336,6.12,266.61,0.094,149.71,99.73,dRB2102_CTD_131_01_F.csv,dRB2102,CTD,131,F.csv
2352,33RO20210613,WCOA2021,CC90-60,131,1,18,11002,2,1310118,17,2021-07-22,2021,7,22,10:50:57,203.452,32.417,-119.96,892,30.8,30.6,14.216,33.29,2,NA,9,266.3,2,NA,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30.8,NA,NA,NA,NA,33.29,NA,NA,0,NA,14.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11002,10:50:57,2021-07-22T17:50:57Z,18,11002,18,31,30.78,14.128,33.2815,24.8336,6.12,266.61,0.094,149.71,99.73,dRB2102_CTD_131_01_F.csv,dRB2102,CTD,131,F.csv
2353,33RO20210613,WCOA2021,CC90-60,131,1,19,11028,2,1310119,17,2021-07-22,2021,7,22,10:51:00,203.452,32.417,-119.96,892,30.6,30.4,14.238,33.29,2,NA,9,266.3,2,NA,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30.6,NA,NA,NA,NA,33.29,NA,NA,0,NA,14.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11028,10:51:00,2021-07-22T17:51:00Z,19,11028,19,30,29.79,14.1779,33.2785,24.8208,6.11,266.27,0.097,149.62,99.75,dRB2102_CTD_131_01_F.csv,dRB2102,CTD,131,F.csv
2354,33RO20210613,WCOA2021,CC90-60,131,1,20,11022,2,1310120,17,2021-07-22,2021,7,22,10:53:20,203.454,32.417,-119.96,892,20.6,20.4,17.104,33.602,2,NA,9,256.5,2,257.9,8.454,2,2021.8,6,2238.9,2,7.9275,24.92,2,170.75194393401958,24.860000000000003,2,0.7,2,0.3,2,0.2,2,0.04,2,0.08,2,NA,9,3.428,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,327.7786505113624,71.31710377435185,14.301001639611552,156.66127712605066,65.59652246182404,0.002637899624545821,0,9.910865711457727e-10,0.02190160985266973,0.6780983901473303,1850.8377212343376,1.879727050107169e-4,0.2660751379211977,0,0.0015761231618066703,0.007645387711991868,0,0,3.081479553079384,0.03128696146316992,27107.62864480157,2238.9,0,0,0,71.31710377435185,0.32864905985645093,0.02190160985266973,0,0,0,14.301001639611608,0,0,-2.2265458127856144e-4,2.080081764405424e-4,28995,1850.8377212343376,156.66127712605066,2021.8,0.04144027941142503,0.04139595516408384,403.2896987094461,0.7406235013933414,0.9964835252042008,-2.0800817644054217e-4,1.7728544142211434e-4,83.14462618,0.007645387711991868,3.081479553079384,1.1732953071159271,1.1842736716484148,0.03546086519287614,1e-7,3.041562250424825e-10,6.386542192388504e-7,1e-7,0.1314924721394495,2.006388925735607e-9,4.111889932747989e-7,1.1934492961903516e-6,7.8054043761014e-10,0.002667998243417497,0.0245441932336501,9.301395622259714e-7,1.0843292630119635e-9,2.9784163825147356e-10,2.325645722726526e-7,2.8415897488498592e-14,2.395198029271769e-4,-2.516112201019175e-4,1,1,3,1,10,1,1,0,1,1,404.7128612856929,8.035197912982222,8.116600485803119,8.156836693312213,8.026434182234802,8.035197912982222,2021.8,2,2238.9,1,0,NA,20.6,1,1,0.7046006984517756,11.404207721637562,33.602,2.422027589715079,3.761866598045541,NA,0.24208552802773844,17.104,0,0,0,399.0957542857143,9873.774602512927,65.59671043452904,0.3,0.7,27107.630220924737,0,0.9811167073669114,412.50226221490806,11022,10:53:20,2021-07-22T17:53:20Z,20,11022,20,20,19.86,17.1815,33.6013,24.3989,5.88,256.46,0.094,149.18,99.71,dRB2102_CTD_131_01_F.csv,dRB2102,CTD,131,F.csv
2355,33RO20210613,WCOA2021,CC90-60,131,1,21,11062,2,1310121,17,2021-07-22,2021,7,22,10:55:19,203.455,32.417,-119.96,892,10.5,10.4,17.105,33.603,2,33.6093,2,256.1,2,256.5,8.407,2,2021.8,2,2241.4,2,7.9278,24.92,2,157.8425325035974,24.860000000000003,2,0.7,2,0.28,2,0.1,2,0.04,2,0.07,2,NA,9,3.313,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,327.21305455795755,71.96940287061382,14.133535873412152,158.32774168446412,65.61077542519516,0.002432339485435911,0,9.035114326646091e-10,0.022131697973341996,0.6778683020266579,1849.3387224421235,1.8582732603432037e-4,0.24807854512871488,0,0.0015586098888361831,0.007554138518715199,0,0,3.116501422905387,0.029489114482337795,27113.51776714827,2241.4,0,0,0,71.96940287061382,0.30705677318987906,0.022131697973341996,0,0,0,14.133535873412209,0,0,-2.2434782177758276e-4,2.0941257592149145e-4,28995,1849.3387224421235,158.32774168446412,2021.8,0.04145864512015969,0.04141432161770694,398.5948526830672,0.7406357821062344,0.996483569372213,-2.094125759214912e-4,1.7823909119652536e-4,83.14462618,0.007554138518715199,3.116501422905387,1.1748970134199934,1.1865358973847988,0.03545840037390117,1e-7,3.0384809291206646e-10,6.378282707739848e-7,1e-7,0.1314115035518109,2.00431816125362e-9,4.1061602152159196e-7,1.192380931041726e-6,7.801712431493222e-10,0.002667169013618057,0.024532393491789335,9.294251081448352e-7,1.0832330685497402e-9,2.9752180009438216e-10,2.324641573050184e-7,2.8399893657938982e-14,2.4157702722996132e-4,-2.53801742724859e-4,1,1,3,1,10,1,1,0,1,1,400.00142996254607,8.0403506156596,8.121815055865113,8.161978848483683,8.031583538638227,8.0403506156596,2021.8,2,2241.4,1,0,NA,10.5,1,1,0.7022768609975647,11.343190690816389,33.6093,2.451493811173094,3.808015217232429,NA,0.24481133326592175,17.105,0,0,0,399.1824574285714,9875.919669907677,65.6109612525212,0.28,0.7,27113.519325758163,0,0.9811155859352886,407.7006172328088,11062,10:55:19,2021-07-22T17:55:19Z,21,11062,21,10,9.93,17.2068,33.6054,24.3956,5.87,255.83,0.098,149.51,99.71,dRB2102_CTD_131_01_F.csv,dRB2102,CTD,131,F.csv
2356,33RO20210613,WCOA2021,CC90-60,131,1,22,11024,2,1310122,17,2021-07-22,2021,7,22,10:57:05,203.456,32.417,-119.96,892,4.7,4.7,17.101,33.603,2,NA,9,255.9,2,256.9,8.422,2,2021.1,2,2240.5,2,7.929,24.92,2,160.34899557172355,24.860000000000003,2,0.7,2,0.28,2,0.1,2,0.04,2,0.07,2,0.8,2,3.883,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,327.194462140441,71.91316928813052,14.13736988144175,158.1903448542153,65.5984767862003,0.002433773924524208,0,9.042337456361475e-10,0.02211599365960207,0.6778840063403979,1848.7722852643424,1.8581517701140516e-4,0.24809343482731483,0,0.0015586487082478175,0.007552897272226437,0,0,3.1139980919828423,0.02947279034392728,27108.43538896554,2240.5,0,0,0,71.91316928813052,0.3070390146109356,0.02211599365960207,0,0,0,14.137369881441668,0,0,-2.241899151854469e-4,2.092740064184171e-4,28995,1848.7722852643424,158.1903448542153,2021.1,0.04145586104807293,0.0414115345659724,398.6425154918242,0.7406367951598579,0.9964833926957228,-2.09274006418417e-4,1.7813295489274052e-4,83.14462618,0.007552897272226437,3.1139980919828423,1.174819148677052,1.1864236434799014,0.03546377852848903,1e-7,3.035735878757958e-10,6.371323743073854e-7,1e-7,0.13136201032355432,2.002601604955801e-9,4.101314445633573e-7,1.191535200080413e-6,7.796301504902591e-10,0.0026664052116167594,0.0245240164332609,9.288104939978208e-7,1.0824256079962892e-9,2.9726456625402306e-10,2.323601522129365e-7,2.8373337077278984e-14,2.4139525091265856e-4,-2.536098675616436e-4,1,1,3,1,10,1,1,0,1,1,400.04933189443545,8.040407924592364,8.121886422148933,8.162034985512927,8.031640269702093,8.040407924592364,2021.1,2,2240.5,1,0,NA,4.7,1,1,0.7023896846184137,11.3460196133667,33.603,2.451582050747691,3.808491920109164,NA,0.24477656965660835,17.101,0,0,0,399.1076314285715,9874.068447361522,65.5986626013773,0.28,0.7,27108.43694761425,0,0.9811203065153332,407.74747932320304,11024,10:57:05,2021-07-22T17:57:05Z,22,11024,22,5,4.96,17.2062,33.6054,24.3955,5.87,255.78,0.097,149.52,99.7,dRB2102_CTD_131_01_F.csv,dRB2102,CTD,131,F.csv
2357,33RO20210613,WCOA2021,CC90-60,131,1,23,11061,2,1310123,17,2021-07-22,2021,7,22,10:57:08,203.456,32.417,-119.96,892,3.7,3.7,17.098,33.603,2,NA,9,255.9,2,NA,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,4.052,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.7,NA,NA,NA,NA,33.603,NA,NA,0,NA,17.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11061,10:57:08,2021-07-22T17:57:08Z,23,11061,23,4,3.97,17.2034,33.6048,24.3957,5.85,254.86,0.095,150.44,97.7,dRB2102_CTD_131_01_F.csv,dRB2102,CTD,131,F.csv
2358,33RO20210613,WCOA2021,CC90-60,131,1,24,11001,2,1310124,17,2021-07-22,2021,7,22,10:57:11,203.456,32.417,-119.96,892,4.2,4.2,17.098,33.603,2,NA,9,255.9,2,NA,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.2,NA,NA,NA,NA,33.603,NA,NA,0,NA,17.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11001,10:57:11,2021-07-22T17:57:11Z,24,11001,24,4,3.97,17.2034,33.6048,24.3957,5.85,254.86,0.095,150.44,97.7,dRB2102_CTD_131_01_F.csv,dRB2102,CTD,131,F.csv
